REGION TYPE,REGION,YEAR,WEEK,ILITOTAL,TOTAL PATIENTS,NUM. OF PROVIDERS,% WEIGHTED ILI,%UNWEIGHTED ILI,AGE 0-4,AGE 5-24,AGE 25-64,AGE 25-49,AGE 50-64,AGE 65
HHS Regions,Region 5,2006,34,245,30740,102,0.501459471,0.797007157,87,83,63,,,12
HHS Regions,Region 6,2006,34,246,15678,61,1.451482091,1.569077688,78,111,48,,,9
HHS Regions,Region 7,2006,34,25,6167,35,0.342996495,0.405383493,6,7,9,,,3
HHS Regions,Region 8,2006,34,50,5582,19,0.826035232,0.895736295,19,14,10,,,7
HHS Regions,Region 9,2006,34,159,24362,55,0.623884595,0.652655775,69,43,35,,,12
HHS Regions,Region 10,2006,34,47,2308,12,0.825166446,2.036395147,18,16,12,,,1
HHS Regions,Region 1,2006,35,33,13672,55,0.22334625,0.241369222,3,25,3,,,2
HHS Regions,Region 2,2006,35,23,10022,27,0.210855112,0.229495111,12,6,4,,,1
HHS Regions,Region 3,2006,35,108,12161,29,1.05193605,0.888084861,35,35,33,,,5
HHS Regions,Region 4,2006,35,220,33394,101,0.385662619,0.658800982,68,66,71,,,15
HHS Regions,Region 5,2006,35,254,30535,96,0.55281317,0.831832324,107,83,48,,,16
HHS Regions,Region 6,2006,35,337,15841,60,1.865383914,2.127390948,92,144,83,,,18
HHS Regions,Region 7,2006,35,27,6078,36,0.405468515,0.444225074,6,14,4,,,3
HHS Regions,Region 8,2006,35,52,5048,17,0.364605602,1.030110935,13,18,16,,,5
HHS Regions,Region 9,2006,35,126,24608,56,0.376315664,0.512028609,52,40,23,,,11
HHS Regions,Region 10,2006,35,44,2031,11,0.819875679,2.166420483,10,26,7,,,1
HHS Regions,Region 1,2006,36,20,13325,52,0.148260222,0.150093809,6,9,3,,,2
HHS Regions,Region 2,2006,36,19,9559,25,0.225690333,0.198765561,6,6,6,,,1
HHS Regions,Region 3,2006,36,148,10345,28,1.177630543,1.430642823,33,41,68,,,6
HHS Regions,Region 4,2006,36,279,31328,101,0.551585673,0.89057712,110,86,72,,,11
HHS Regions,Region 5,2006,36,310,29109,98,0.678717778,1.064962726,108,112,74,,,16
HHS Regions,Region 6,2006,36,330,14979,59,2.059424859,2.203084318,104,130,85,,,11
HHS Regions,Region 7,2006,36,28,5889,36,0.520679051,0.475462727,4,11,8,,,5
HHS Regions,Region 8,2006,36,67,5449,19,0.267930909,1.22958341,17,19,24,,,7
HHS Regions,Region 9,2006,36,203,22304,62,0.87013854,0.910150646,88,65,42,,,8
HHS Regions,Region 10,2006,36,59,2002,11,1.044710832,2.947052947,16,27,14,,,2
HHS Regions,Region 1,2006,37,34,15395,54,0.272287373,0.220850926,10,21,2,,,1
HHS Regions,Region 2,2006,37,32,10474,25,0.401737019,0.305518427,17,7,7,,,1
HHS Regions,Region 3,2006,37,125,12878,29,1.049244723,0.970647616,31,46,40,,,8
HHS Regions,Region 4,2006,37,277,34832,100,0.468642492,0.795245751,88,91,78,,,20
HHS Regions,Region 5,2006,37,304,32215,96,0.679169401,0.943659786,109,106,71,,,18
HHS Regions,Region 6,2006,37,254,14643,57,1.653873473,1.734617223,73,105,71,,,5
HHS Regions,Region 7,2006,37,20,6740,36,0.308553252,0.296735905,3,10,5,,,2
HHS Regions,Region 8,2006,37,51,5482,19,0.163323203,0.930317402,16,15,14,,,6
HHS Regions,Region 9,2006,37,261,24823,60,1.015491662,1.051444225,91,90,64,,,16
HHS Regions,Region 10,2006,37,48,2121,11,0.866707054,2.263083451,8,30,9,,,1
HHS Regions,Region 1,2006,38,17,14047,51,0.12447794,0.121022282,2,10,4,,,1
HHS Regions,Region 2,2006,38,42,11889,27,0.335445428,0.353267726,14,16,11,,,1
HHS Regions,Region 3,2006,38,133,11788,27,1.130992372,1.128266033,35,51,34,,,13
HHS Regions,Region 4,2006,38,290,34977,97,0.52243568,0.829116276,110,96,70,,,14
HHS Regions,Region 5,2006,38,328,33933,96,0.733594296,0.966610674,119,110,88,,,11
HHS Regions,Region 6,2006,38,246,12616,34,1.775294724,1.949904883,72,94,72,,,8
HHS Regions,Region 7,2006,38,24,5921,33,0.327561264,0.405336936,6,8,6,,,4
HHS Regions,Region 8,2006,38,56,5350,19,0.218010936,1.046728972,9,23,15,,,9
HHS Regions,Region 9,2006,38,306,24930,58,1.192986244,1.227436823,131,102,54,,,19
HHS Regions,Region 10,2006,38,45,2176,13,1.095921803,2.068014706,13,24,8,,,0
HHS Regions,Region 1,2006,39,35,14227,51,0.391884101,0.246011106,6,23,4,,,2
HHS Regions,Region 2,2006,39,45,11521,28,0.409044311,0.390591095,18,15,10,,,2
HHS Regions,Region 3,2006,39,103,14248,30,0.860512558,0.722908478,33,34,32,,,4
HHS Regions,Region 4,2006,39,242,34585,98,0.467279051,0.699725314,92,74,60,,,16
HHS Regions,Region 5,2006,39,282,32631,98,0.558629267,0.864208881,118,96,50,,,18
HHS Regions,Region 6,2006,39,290,13412,34,1.722227917,2.162242768,64,118,101,,,7
HHS Regions,Region 7,2006,39,30,6437,35,0.478632922,0.466055616,9,9,10,,,2
HHS Regions,Region 8,2006,39,82,5317,19,0.309659892,1.542223058,28,22,18,,,14
HHS Regions,Region 9,2006,39,265,26333,64,1.226484305,1.006341852,92,91,66,,,16
HHS Regions,Region 10,2006,39,59,2021,12,1.506048865,2.919346858,16,30,13,,,0
HHS Regions,Region 1,2006,40,143,28185,115,0.402106723,0.507362072,25,54,46,,,18
HHS Regions,Region 2,2006,40,117,23052,80,0.666152748,0.507548152,48,34,32,,,3
HHS Regions,Region 3,2006,40,499,30414,104,2.301172008,1.640691787,132,203,130,,,34
HHS Regions,Region 4,2006,40,987,88711,300,0.874174319,1.112601594,379,398,167,,,43
HHS Regions,Region 5,2006,40,830,63099,205,1.052941452,1.315393271,240,353,204,,,33
HHS Regions,Region 6,2006,40,342,27502,129,1.299694277,1.243545924,94,151,86,,,11
HHS Regions,Region 7,2006,40,89,18181,80,0.413714929,0.489522028,36,27,18,,,8
HHS Regions,Region 8,2006,40,868,35568,74,2.094618638,2.440395861,231,256,309,,,72
HHS Regions,Region 9,2006,40,557,55212,199,1.319496014,1.008838658,217,188,111,,,41
HHS Regions,Region 10,2006,40,81,5152,37,1.172484182,1.572204969,32,35,13,,,1
HHS Regions,Region 1,2006,41,129,27787,118,0.37154886,0.46424587,10,58,52,,,9
HHS Regions,Region 2,2006,41,151,23379,89,0.68489865,0.64587878,51,66,32,,,2
HHS Regions,Region 3,2006,41,478,33060,106,1.998957076,1.445856019,120,202,116,,,40
HHS Regions,Region 4,2006,41,1037,93502,308,0.927591764,1.109067186,354,437,209,,,37
HHS Regions,Region 5,2006,41,839,63810,213,1.127251584,1.314840934,276,319,208,,,36
HHS Regions,Region 6,2006,41,434,27395,127,1.657398266,1.584230699,136,167,116,,,15
HHS Regions,Region 7,2006,41,86,20072,82,0.405593968,0.428457553,28,26,20,,,12
HHS Regions,Region 8,2006,41,191,37092,82,0.651353914,0.514935835,41,65,72,,,13
HHS Regions,Region 9,2006,41,642,53681,200,1.420219146,1.195953876,236,226,146,,,34
HHS Regions,Region 10,2006,41,85,5142,36,0.990866424,1.653053287,26,36,21,,,2
HHS Regions,Region 1,2006,42,186,31447,122,0.55386624,0.591471365,25,83,63,,,15
HHS Regions,Region 2,2006,42,226,26575,92,0.821215792,0.85042333,73,85,59,,,9
HHS Regions,Region 3,2006,42,528,31958,109,2.101830334,1.652168471,123,234,119,,,52
HHS Regions,Region 4,2006,42,1123,98400,315,0.966369635,1.141260163,375,479,232,,,37
HHS Regions,Region 5,2006,42,885,66834,227,1.194441163,1.324176317,283,362,203,,,37
HHS Regions,Region 6,2006,42,752,37809,149,1.982339838,1.988944431,298,235,175,,,44
HHS Regions,Region 7,2006,42,138,21334,80,0.57965964,0.646854786,51,50,24,,,13
HHS Regions,Region 8,2006,42,189,39694,88,0.474205862,0.47614249,40,55,77,,,17
HHS Regions,Region 9,2006,42,639,58705,205,1.386017281,1.088493314,254,219,126,,,40
HHS Regions,Region 10,2006,42,71,6249,38,0.814374701,1.136181789,21,28,21,,,1
HHS Regions,Region 1,2006,43,202,31952,129,0.507175208,0.632198297,21,89,71,,,21
HHS Regions,Region 2,2006,43,220,27463,93,0.832292846,0.801077814,90,82,40,,,8
HHS Regions,Region 3,2006,43,490,31649,108,2.069161805,1.548232172,123,219,115,,,33
HHS Regions,Region 4,2006,43,1266,106965,325,0.985017367,1.183564717,424,584,219,,,39
HHS Regions,Region 5,2006,43,913,67989,230,1.227634108,1.342864287,306,370,199,,,38
HHS Regions,Region 6,2006,43,755,37458,150,2.040550203,2.015590795,263,275,187,,,30
HHS Regions,Region 7,2006,43,149,23492,84,0.602320199,0.634258471,56,39,36,,,18
HHS Regions,Region 8,2006,43,141,37239,80,0.378489301,0.378635302,28,48,57,,,8
HHS Regions,Region 9,2006,43,651,63750,207,1.238399627,1.021176471,237,252,133,,,29
HHS Regions,Region 10,2006,43,101,6330,39,0.888848475,1.595576619,34,38,29,,,0
HHS Regions,Region 1,2006,44,236,32570,128,0.680850851,0.724593184,36,118,69,,,13
HHS Regions,Region 2,2006,44,219,30648,90,0.716795784,0.714565388,76,83,48,,,12
HHS Regions,Region 3,2006,44,522,34206,112,2.008037524,1.526048062,125,237,111,,,49
HHS Regions,Region 4,2006,44,1474,110167,338,1.205534468,1.33796872,488,698,250,,,38
HHS Regions,Region 5,2006,44,912,70554,234,1.177727124,1.292626924,265,366,227,,,54
HHS Regions,Region 6,2006,44,835,35406,142,2.362777475,2.358357341,281,314,198,,,42
HHS Regions,Region 7,2006,44,155,23004,86,0.670511336,0.673795862,60,63,26,,,6
HHS Regions,Region 8,2006,44,142,41362,89,0.254770741,0.343310285,30,48,49,,,15
HHS Regions,Region 9,2006,44,801,62203,219,1.515182871,1.287719242,295,301,154,,,51
HHS Regions,Region 10,2006,44,84,5214,35,1.001285929,1.611047181,16,42,25,,,1
HHS Regions,Region 1,2006,45,205,34772,132,0.531848582,0.589554814,28,92,74,,,11
HHS Regions,Region 2,2006,45,290,30648,97,0.910751441,0.946228139,104,108,58,,,20
HHS Regions,Region 3,2006,45,429,32891,109,1.772156904,1.304308169,118,161,116,,,34
HHS Regions,Region 4,2006,45,1712,111633,345,1.365645722,1.533596696,621,755,300,,,36
HHS Regions,Region 5,2006,45,1013,71552,237,1.295687476,1.415753578,331,428,201,,,53
HHS Regions,Region 6,2006,45,1191,39039,146,3.133186001,3.050795358,489,392,258,,,52
HHS Regions,Region 7,2006,45,154,21467,89,0.624247748,0.717380165,63,49,36,,,6
HHS Regions,Region 8,2006,45,282,41477,92,0.827004524,0.679894882,48,93,86,,,55
HHS Regions,Region 9,2006,45,768,65636,214,1.468038592,1.170089585,285,277,161,,,45
HHS Regions,Region 10,2006,45,95,5786,36,1.155967935,1.641894227,25,38,30,,,2
HHS Regions,Region 1,2006,46,244,33896,129,0.598563667,0.71984895,26,119,83,,,16
HHS Regions,Region 2,2006,46,322,31183,93,0.952836596,1.032613924,123,111,74,,,14
HHS Regions,Region 3,2006,46,518,32379,108,2.126074944,1.599802341,151,229,113,,,25
HHS Regions,Region 4,2006,46,1963,110388,334,1.470856828,1.778273001,637,963,315,,,48
HHS Regions,Region 5,2006,46,1186,73774,238,1.379616126,1.607612438,443,476,228,,,39
HHS Regions,Region 6,2006,46,1260,38049,143,3.364112346,3.311519357,566,380,251,,,63
HHS Regions,Region 7,2006,46,157,19341,90,0.765374204,0.811747066,52,47,39,,,19
HHS Regions,Region 8,2006,46,195,44046,90,0.421794381,0.442718976,40,68,69,,,18
HHS Regions,Region 9,2006,46,738,64975,215,1.332791699,1.13582147,292,247,153,,,46
HHS Regions,Region 10,2006,46,85,5914,34,0.686027817,1.437267501,25,41,17,,,2
HHS Regions,Region 1,2006,47,248,24337,129,0.771447427,1.019024531,47,93,82,,,26
HHS Regions,Region 2,2006,47,372,23545,94,1.9852019,1.579953281,169,114,71,,,18
HHS Regions,Region 3,2006,47,485,24058,113,2.560811946,2.015961427,141,249,84,,,11
HHS Regions,Region 4,2006,47,1811,79699,336,1.928340596,2.272299527,604,756,394,,,57
HHS Regions,Region 5,2006,47,903,55697,235,1.43957754,1.621272241,309,331,202,,,61
HHS Regions,Region 6,2006,47,1179,31720,149,3.72799783,3.716897856,518,281,277,,,103
HHS Regions,Region 7,2006,47,132,15823,85,0.742449416,0.834228654,42,51,29,,,10
HHS Regions,Region 8,2006,47,193,31730,93,0.539149871,0.60825717,35,76,70,,,12
HHS Regions,Region 9,2006,47,743,45200,217,1.716226474,1.64380531,305,211,172,,,55
HHS Regions,Region 10,2006,47,90,5013,37,1.325570487,1.795332136,18,40,28,,,4
HHS Regions,Region 1,2006,48,235,33712,130,0.691579464,0.697081158,30,91,89,,,25
HHS Regions,Region 2,2006,48,534,33349,94,2.214852259,1.601247414,226,193,89,,,26
HHS Regions,Region 3,2006,48,638,31786,110,2.420823669,2.007172969,196,257,150,,,35
HHS Regions,Region 4,2006,48,2330,116303,337,1.857931266,2.003387703,760,1003,504,,,63
HHS Regions,Region 5,2006,48,1155,70871,236,1.474100925,1.629721607,388,418,277,,,72
HHS Regions,Region 6,2006,48,1237,37582,144,3.279708502,3.29146932,470,337,353,,,77
HHS Regions,Region 7,2006,48,220,19052,89,1.088098178,1.154734411,82,81,43,,,14
HHS Regions,Region 8,2006,48,206,42130,90,0.608504724,0.488962734,39,67,79,,,21
HHS Regions,Region 9,2006,48,868,60978,218,1.453111944,1.4234642,360,291,164,,,53
HHS Regions,Region 10,2006,48,107,6326,38,1.451894564,1.691432185,22,54,26,,,5
HHS Regions,Region 1,2006,49,282,31700,126,0.869531488,0.889589905,52,123,77,,,30
HHS Regions,Region 2,2006,49,478,30811,91,1.928403674,1.551393983,207,172,76,,,23
HHS Regions,Region 3,2006,49,625,31222,107,2.582234048,2.001793607,183,280,141,,,21
HHS Regions,Region 4,2006,49,2702,108064,347,2.09985618,2.500370151,821,1294,517,,,70
HHS Regions,Region 5,2006,49,1253,71618,238,1.592452368,1.749560166,411,487,284,,,71
HHS Regions,Region 6,2006,49,1299,38337,154,3.392916055,3.388371547,429,432,331,,,107
HHS Regions,Region 7,2006,49,262,20097,88,1.253971126,1.303677166,100,88,55,,,19
HHS Regions,Region 8,2006,49,141,37599,83,0.415035364,0.375009974,34,44,48,,,15
HHS Regions,Region 9,2006,49,972,61263,221,1.637837858,1.586602027,380,291,235,,,66
HHS Regions,Region 10,2006,49,108,6030,38,1.660256169,1.791044776,26,33,40,,,9
HHS Regions,Region 1,2006,50,326,31135,125,1.066316666,1.047053156,50,113,137,,,26
HHS Regions,Region 2,2006,50,526,29365,94,1.937047911,1.791248084,213,165,112,,,36
HHS Regions,Region 3,2006,50,707,32947,110,2.679362476,2.145870641,199,347,125,,,36
HHS Regions,Region 4,2006,50,4130,105158,340,3.241234128,3.927423496,1181,2068,795,,,86
HHS Regions,Region 5,2006,50,1403,70850,234,1.736868629,1.980239944,462,563,284,,,94
HHS Regions,Region 6,2006,50,1603,34801,145,4.65278564,4.606189477,591,634,295,,,83
HHS Regions,Region 7,2006,50,296,19463,87,1.579102611,1.520834404,105,108,62,,,21
HHS Regions,Region 8,2006,50,219,42474,93,0.520030859,0.515609549,44,81,72,,,22
HHS Regions,Region 9,2006,50,1062,62487,223,1.75046075,1.699553507,391,339,265,,,67
HHS Regions,Region 10,2006,50,124,6497,41,1.581776294,1.908573188,34,52,30,,,8
HHS Regions,Region 1,2006,51,271,26333,119,0.964736251,1.029126951,46,96,97,,,32
HHS Regions,Region 2,2006,51,645,26012,92,2.909575927,2.479624789,237,207,136,,,65
HHS Regions,Region 3,2006,51,719,29007,107,3.056186691,2.478712035,216,320,145,,,38
HHS Regions,Region 4,2006,51,3769,88384,319,3.655201006,4.264346488,1075,1664,904,,,126
HHS Regions,Region 5,2006,51,1601,63807,234,2.175480367,2.509129092,582,645,313,,,61
HHS Regions,Region 6,2006,51,1389,29474,141,4.688782889,4.712628079,571,545,217,,,56
HHS Regions,Region 7,2006,51,378,16688,85,2.31495635,2.265100671,138,146,71,,,23
HHS Regions,Region 8,2006,51,249,31130,90,0.71154546,0.799871507,46,122,62,,,19
HHS Regions,Region 9,2006,51,1055,48878,210,2.610066151,2.158435288,433,287,260,,,75
HHS Regions,Region 10,2006,51,116,5621,38,1.933950361,2.063689735,43,33,32,,,8
HHS Regions,Region 1,2006,52,338,20416,115,1.593100093,1.655564263,91,97,110,,,40
HHS Regions,Region 2,2006,52,435,19119,89,2.671768088,2.2752236,198,140,82,,,15
HHS Regions,Region 3,2006,52,695,21973,106,3.697986568,3.162972739,213,287,149,,,46
HHS Regions,Region 4,2006,52,2453,61555,316,3.008344616,3.985054017,783,804,746,,,120
HHS Regions,Region 5,2006,52,1858,61426,224,2.669246817,3.024777781,734,611,404,,,109
HHS Regions,Region 6,2006,52,1360,24018,111,5.66906132,5.662419852,580,375,299,,,106
HHS Regions,Region 7,2006,52,375,14140,82,2.748899915,2.652050919,144,134,71,,,26
HHS Regions,Region 8,2006,52,296,18062,79,1.447527567,1.63879969,49,117,103,,,27
HHS Regions,Region 9,2006,52,995,41017,201,2.477847482,2.425823439,413,270,218,,,94
HHS Regions,Region 10,2006,52,108,4361,36,2.232445886,2.476496216,38,33,34,,,3
HHS Regions,Region 1,2007,1,359,24758,120,1.358854856,1.450036352,69,114,142,,,34
HHS Regions,Region 2,2007,1,598,26010,93,2.222554252,2.299115725,224,185,160,,,29
HHS Regions,Region 3,2007,1,694,30592,115,2.639531327,2.268566946,222,242,189,,,41
HHS Regions,Region 4,2007,1,2021,88106,333,1.875412769,2.293827889,652,604,641,,,124
HHS Regions,Region 5,2007,1,1673,63407,237,2.398710801,2.638509944,623,491,444,,,115
HHS Regions,Region 6,2007,1,1255,32126,162,3.858132572,3.906493183,474,339,352,,,90
HHS Regions,Region 7,2007,1,335,14941,90,2.119551115,2.242152466,130,105,79,,,21
HHS Regions,Region 8,2007,1,245,35107,93,0.628117773,0.697866522,60,68,96,,,21
HHS Regions,Region 9,2007,1,1102,48906,210,2.81479069,2.253302253,446,298,258,,,100
HHS Regions,Region 10,2007,1,104,5568,37,1.355403374,1.867816092,27,35,33,,,9
HHS Regions,Region 1,2007,2,309,28330,117,1.072633234,1.090716555,56,131,90,,,32
HHS Regions,Region 2,2007,2,490,27049,91,1.60496097,1.811527228,155,159,158,,,18
HHS Regions,Region 3,2007,2,612,34606,116,2.096459484,1.768479454,165,232,171,,,44
HHS Regions,Region 4,2007,2,1839,98278,329,1.563336076,1.871222451,608,685,471,,,75
HHS Regions,Region 5,2007,2,1508,70507,235,1.972749615,2.13879473,529,530,361,,,88
HHS Regions,Region 6,2007,2,1198,34693,146,3.548810663,3.453146168,410,371,326,,,91
HHS Regions,Region 7,2007,2,318,20350,92,1.520746533,1.562653563,93,153,53,,,19
HHS Regions,Region 8,2007,2,255,42010,93,0.516237364,0.606998334,58,84,96,,,17
HHS Regions,Region 9,2007,2,1095,55503,212,2.698370989,1.972866332,395,357,256,,,87
HHS Regions,Region 10,2007,2,137,5138,36,2.799422968,2.666407162,38,54,36,,,9
HHS Regions,Region 1,2007,3,380,26408,123,1.35598284,1.438957892,88,162,101,,,29
HHS Regions,Region 2,2007,3,512,26448,87,1.762452726,1.935874168,189,199,107,,,17
HHS Regions,Region 3,2007,3,598,33320,116,2.083068635,1.794717887,156,243,159,,,40
HHS Regions,Region 4,2007,3,1776,94537,323,1.759936759,1.878629531,547,764,400,,,65
HHS Regions,Region 5,2007,3,1473,64828,227,2.155229661,2.272166348,459,657,292,,,65
HHS Regions,Region 6,2007,3,1150,27997,148,4.169984925,4.107582955,456,470,182,,,42
HHS Regions,Region 7,2007,3,346,20585,89,1.622988186,1.68083556,101,155,76,,,14
HHS Regions,Region 8,2007,3,266,40501,96,0.626519224,0.656773907,51,99,90,,,26
HHS Regions,Region 9,2007,3,1241,56041,223,2.70817575,2.214450135,458,435,247,,,101
HHS Regions,Region 10,2007,3,167,4812,38,3.289083875,3.470490441,43,64,47,,,13
HHS Regions,Region 1,2007,4,309,30608,122,0.935530418,1.00953999,66,127,94,,,22
HHS Regions,Region 2,2007,4,691,29811,94,2.052568328,2.317936332,194,304,172,,,21
HHS Regions,Region 3,2007,4,708,29240,113,2.501627513,2.421340629,183,314,182,,,29
HHS Regions,Region 4,2007,4,2389,104206,325,1.963140456,2.292574324,774,1067,467,,,81
HHS Regions,Region 5,2007,4,1895,73824,233,2.421965062,2.566915908,570,840,402,,,83
HHS Regions,Region 6,2007,4,2096,39880,163,5.712822971,5.255767302,754,857,355,,,130
HHS Regions,Region 7,2007,4,536,23896,92,2.149619438,2.243053231,131,264,118,,,23
HHS Regions,Region 8,2007,4,349,43199,94,0.821671866,0.807889072,81,151,93,,,24
HHS Regions,Region 9,2007,4,1703,65052,220,3.402214858,2.617905675,610,680,296,,,117
HHS Regions,Region 10,2007,4,212,6403,39,3.167762459,3.310947993,47,80,78,,,7
HHS Regions,Region 1,2007,5,419,31628,123,1.294547184,1.324775515,81,195,122,,,21
HHS Regions,Region 2,2007,5,670,31282,93,1.942439747,2.14180679,172,352,132,,,14
HHS Regions,Region 3,2007,5,621,29730,109,2.385041244,2.088799193,163,297,125,,,36
HHS Regions,Region 4,2007,5,2623,106131,325,2.161265434,2.471473933,656,1309,592,,,66
HHS Regions,Region 5,2007,5,2462,72259,233,3.213764134,3.407188032,688,1205,472,,,97
HHS Regions,Region 6,2007,5,2127,39876,159,5.677565122,5.33403551,725,849,467,,,86
HHS Regions,Region 7,2007,5,678,22430,91,2.834023457,3.022737405,180,348,133,,,17
HHS Regions,Region 8,2007,5,373,25044,80,1.406988998,1.489378693,84,156,119,,,14
HHS Regions,Region 9,2007,5,1912,63596,220,3.894093111,3.006478395,653,841,318,,,100
HHS Regions,Region 10,2007,5,235,6265,39,3.306098835,3.750997606,54,96,79,,,6
HHS Regions,Region 1,2007,6,520,31232,124,1.70886082,1.664959016,96,269,126,,,29
HHS Regions,Region 2,2007,6,730,32177,93,2.087472783,2.268701246,208,362,145,,,15
HHS Regions,Region 3,2007,6,774,30834,109,2.663251544,2.510215995,210,365,168,,,31
HHS Regions,Region 4,2007,6,3335,107419,326,2.657167429,3.10466491,823,1801,631,,,80
HHS Regions,Region 5,2007,6,2458,71016,235,3.22325773,3.461191844,689,1211,469,,,89
HHS Regions,Region 6,2007,6,2699,40837,150,7.266620366,6.609202439,804,1240,595,,,60
HHS Regions,Region 7,2007,6,672,24682,90,2.665599684,2.722631877,170,364,126,,,12
HHS Regions,Region 8,2007,6,422,40806,93,1.214887028,1.034161643,78,224,112,,,8
HHS Regions,Region 9,2007,6,2242,68976,225,4.239215403,3.250405938,687,1009,430,,,116
HHS Regions,Region 10,2007,6,345,6554,39,4.956014066,5.26396094,75,150,108,,,12
HHS Regions,Region 1,2007,7,496,27038,118,1.808209148,1.834455211,70,250,144,,,32
HHS Regions,Region 2,2007,7,703,28910,88,2.291950578,2.431684538,219,372,102,,,10
HHS Regions,Region 3,2007,7,673,26490,108,2.709355263,2.540581351,170,293,170,,,40
HHS Regions,Region 4,2007,7,3391,104806,321,2.664859534,3.235501784,772,1897,634,,,88
HHS Regions,Region 5,2007,7,2446,67110,231,3.354630338,3.644762331,674,1179,515,,,78
HHS Regions,Region 6,2007,7,2755,37940,156,7.562847063,7.261465472,903,1095,654,,,103
HHS Regions,Region 7,2007,7,575,21618,90,2.521870777,2.65982052,176,268,111,,,20
HHS Regions,Region 8,2007,7,791,44069,93,1.694944178,1.794912524,146,386,233,,,26
HHS Regions,Region 9,2007,7,1844,64481,218,3.567216272,2.859757138,675,763,296,,,110
HHS Regions,Region 10,2007,7,357,6595,38,7.022198079,5.413191812,74,165,96,,,22
HHS Regions,Region 1,2007,8,512,28017,121,1.7885472,1.827461898,79,271,125,,,37
