REGION TYPE,REGION,YEAR,WEEK,ILITOTAL,TOTAL PATIENTS,NUM. OF PROVIDERS,% WEIGHTED ILI,%UNWEIGHTED ILI,AGE 0-4,AGE 5-24,AGE 25-64,AGE 25-49,AGE 50-64,AGE 65
HHS Regions,Region 5,2006,4,1411,64877,225,2.063785384,2.174884782,530,476,295,,,110
HHS Regions,Region 6,2006,4,1431,30280,133,4.688543097,4.725891678,388,592,395,,,56
HHS Regions,Region 7,2006,4,392,17757,75,1.926165109,2.207580109,92,140,111,,,49
HHS Regions,Region 8,2006,4,505,43077,83,1.239211312,1.172319335,118,209,160,,,18
HHS Regions,Region 9,2006,4,1008,57972,176,2.379328784,1.738770441,332,348,236,,,92
HHS Regions,Region 10,2006,4,118,5096,34,1.466819672,2.315541601,33,39,44,,,2
HHS Regions,Region 1,2006,5,430,31657,117,1.543374169,1.358309379,82,230,93,,,25
HHS Regions,Region 2,2006,5,603,30968,90,2.39529076,1.947171274,155,317,109,,,22
HHS Regions,Region 3,2006,5,710,29355,101,2.7383405,2.418668029,145,391,118,,,56
HHS Regions,Region 4,2006,5,2795,101545,291,2.435341291,2.752474272,672,1259,757,,,107
HHS Regions,Region 5,2006,5,1485,63158,224,2.128381865,2.351246081,509,565,327,,,84
HHS Regions,Region 6,2006,5,1329,30702,131,4.663117923,4.328708227,350,544,375,,,60
HHS Regions,Region 7,2006,5,436,19026,77,2.183601842,2.291600967,106,190,105,,,35
HHS Regions,Region 8,2006,5,579,42743,84,1.47217485,1.354607772,127,270,157,,,25
HHS Regions,Region 9,2006,5,1037,56766,171,2.205573826,1.826797731,424,333,203,,,77
HHS Regions,Region 10,2006,5,147,5371,34,1.830315231,2.736920499,42,54,44,,,7
HHS Regions,Region 1,2006,6,483,30945,112,1.677822966,1.560833737,82,260,121,,,20
HHS Regions,Region 2,2006,6,717,34004,91,2.744646677,2.108575462,179,361,157,,,20
HHS Regions,Region 3,2006,6,991,31262,102,3.763403366,3.169982727,230,496,193,,,72
HHS Regions,Region 4,2006,6,3282,100979,294,2.810601877,3.250180731,793,1469,872,,,148
HHS Regions,Region 5,2006,6,1765,64985,223,2.42256049,2.716011387,560,683,399,,,123
HHS Regions,Region 6,2006,6,1187,31041,132,4.113054065,3.823974743,326,499,320,,,42
HHS Regions,Region 7,2006,6,473,18699,75,2.483124564,2.529547035,142,186,117,,,28
HHS Regions,Region 8,2006,6,588,43734,80,1.395098922,1.3444917,133,274,161,,,20
HHS Regions,Region 9,2006,6,813,56780,166,1.733636459,1.431842198,279,317,159,,,58
HHS Regions,Region 10,2006,6,128,5857,36,1.489792944,2.185419157,30,48,44,,,6
HHS Regions,Region 1,2006,7,545,29971,115,2.114865134,1.818424477,103,314,107,,,21
HHS Regions,Region 2,2006,7,593,29684,87,2.316075308,1.997709204,147,302,128,,,16
HHS Regions,Region 3,2006,7,1002,29914,101,3.906349339,3.349602193,217,485,242,,,58
HHS Regions,Region 4,2006,7,3652,96707,279,3.709529964,3.776355383,597,1758,1088,,,209
HHS Regions,Region 5,2006,7,1852,62400,223,2.729936545,2.967948718,603,695,449,,,105
HHS Regions,Region 6,2006,7,1472,30737,126,5.679233409,4.789016495,328,581,499,,,64
HHS Regions,Region 7,2006,7,435,18387,78,2.362012986,2.365801925,111,179,120,,,25
HHS Regions,Region 8,2006,7,599,40878,76,1.449556106,1.465335877,117,311,138,,,33
HHS Regions,Region 9,2006,7,978,57798,168,2.284788083,1.692100073,371,310,203,,,94
HHS Regions,Region 10,2006,7,98,5185,35,1.293826685,1.890067502,30,44,18,,,6
HHS Regions,Region 1,2006,8,555,28935,115,2.117902102,1.918092276,90,324,101,,,40
HHS Regions,Region 2,2006,8,541,29509,93,1.960940538,1.833338981,117,258,124,,,42
HHS Regions,Region 3,2006,8,1315,31175,103,4.524049984,4.218123496,299,680,273,,,63
HHS Regions,Region 4,2006,8,3804,99975,285,3.588114045,3.804951238,750,1659,1140,,,255
HHS Regions,Region 5,2006,8,2091,63360,222,3.060569319,3.300189394,583,758,573,,,177
HHS Regions,Region 6,2006,8,1354,28765,119,5.442834273,4.707109334,306,640,348,,,60
HHS Regions,Region 7,2006,8,479,18100,76,2.589963216,2.64640884,123,214,125,,,17
HHS Regions,Region 8,2006,8,694,41838,78,1.839825225,1.6587791,107,392,153,,,42
HHS Regions,Region 9,2006,8,942,53996,163,1.734238209,1.744573672,354,302,197,,,89
HHS Regions,Region 10,2006,8,126,5174,34,1.914348424,2.435253189,24,57,39,,,6
HHS Regions,Region 1,2006,9,613,30444,116,2.220358325,2.013533044,106,346,132,,,29
HHS Regions,Region 2,2006,9,623,29167,87,2.902329233,2.135975589,186,261,147,,,29
HHS Regions,Region 3,2006,9,1167,30657,98,4.275172936,3.8066347,188,555,333,,,91
HHS Regions,Region 4,2006,9,3426,98833,285,3.121224315,3.466453512,717,1457,993,,,259
HHS Regions,Region 5,2006,9,2076,62034,223,3.275271221,3.346551891,533,829,541,,,173
HHS Regions,Region 6,2006,9,1387,28382,127,5.890192068,4.886900148,270,699,367,,,51
HHS Regions,Region 7,2006,9,354,17004,73,2.081645239,2.081863091,75,133,114,,,32
HHS Regions,Region 8,2006,9,746,43900,79,1.852868508,1.699316629,135,432,147,,,32
HHS Regions,Region 9,2006,9,831,53694,153,1.482352412,1.547658956,333,258,175,,,65
HHS Regions,Region 10,2006,9,120,5344,34,1.805360396,2.245508982,36,38,40,,,6
HHS Regions,Region 1,2006,10,614,30045,110,2.255445389,2.043601265,98,334,139,,,43
HHS Regions,Region 2,2006,10,554,32398,87,1.605598178,1.709982098,105,286,147,,,16
HHS Regions,Region 3,2006,10,1690,30774,97,6.251554513,5.491648794,334,919,342,,,95
HHS Regions,Region 4,2006,10,2693,96284,276,2.458961698,2.79693407,642,1103,813,,,135
HHS Regions,Region 5,2006,10,2292,64181,218,3.442519915,3.57115034,567,937,629,,,159
HHS Regions,Region 6,2006,10,1179,29164,127,4.784924682,4.042655328,250,499,349,,,81
HHS Regions,Region 7,2006,10,270,16995,74,1.537264808,1.58870256,47,106,92,,,25
HHS Regions,Region 8,2006,10,767,41631,74,1.687458164,1.842377075,123,462,145,,,37
HHS Regions,Region 9,2006,10,1050,58909,162,2.246912655,1.782410158,373,386,210,,,81
HHS Regions,Region 10,2006,10,152,4984,32,2.50726145,3.04975923,25,74,47,,,6
HHS Regions,Region 1,2006,11,515,27290,109,2.007572824,1.887138146,80,258,140,,,37
HHS Regions,Region 2,2006,11,446,30152,88,1.404316619,1.479172194,116,189,121,,,20
HHS Regions,Region 3,2006,11,1489,31724,100,5.248103272,4.693607364,328,801,280,,,80
HHS Regions,Region 4,2006,11,2225,87577,267,2.087663285,2.540621396,543,883,598,,,201
HHS Regions,Region 5,2006,11,1897,61227,216,3.078661135,3.098306303,525,791,474,,,107
HHS Regions,Region 6,2006,11,751,24672,124,3.394592532,3.043936446,204,304,202,,,41
HHS Regions,Region 7,2006,11,152,14653,73,1.137058414,1.03733024,22,67,52,,,11
HHS Regions,Region 8,2006,11,609,38411,70,1.703609576,1.585483325,112,364,108,,,25
HHS Regions,Region 9,2006,11,1076,55893,163,2.44026887,1.925106901,370,416,211,,,79
HHS Regions,Region 10,2006,11,162,5372,31,1.974887827,3.015636634,30,81,45,,,6
HHS Regions,Region 1,2006,12,488,28188,108,1.771200787,1.731233149,64,245,137,,,42
HHS Regions,Region 2,2006,12,533,27528,80,1.677425382,1.936210404,114,262,122,,,35
HHS Regions,Region 3,2006,12,1176,30906,97,4.248816262,3.805086391,226,606,244,,,100
HHS Regions,Region 4,2006,12,1519,89143,260,1.424551541,1.704003679,400,573,448,,,98
HHS Regions,Region 5,2006,12,1611,59471,211,2.598883997,2.708883321,398,731,390,,,92
HHS Regions,Region 6,2006,12,732,24650,125,3.454015926,2.969574037,178,342,179,,,33
HHS Regions,Region 7,2006,12,135,11942,69,1.230546365,1.130463909,27,61,31,,,16
HHS Regions,Region 8,2006,12,612,39914,77,1.794548669,1.533296588,96,347,143,,,26
HHS Regions,Region 9,2006,12,1120,53391,162,2.815072894,2.097731827,370,470,189,,,91
HHS Regions,Region 10,2006,12,138,4671,28,1.95414162,2.954399486,22,72,36,,,8
HHS Regions,Region 1,2006,13,460,29509,104,1.544767327,1.558846454,52,266,111,,,31
HHS Regions,Region 2,2006,13,426,27756,76,1.598132323,1.534803286,93,213,101,,,19
HHS Regions,Region 3,2006,13,1103,29446,94,4.216888268,3.745839842,205,581,224,,,93
HHS Regions,Region 4,2006,13,1473,87635,242,1.448352843,1.680835283,354,557,448,,,114
HHS Regions,Region 5,2006,13,1464,57497,203,2.73214163,2.546219803,389,662,328,,,85
HHS Regions,Region 6,2006,13,748,26408,123,2.953347092,2.832475008,165,377,178,,,28
HHS Regions,Region 7,2006,13,101,12299,69,0.947294392,0.821204976,24,48,24,,,5
HHS Regions,Region 8,2006,13,445,37207,73,1.442827863,1.196011503,63,235,115,,,32
HHS Regions,Region 9,2006,13,1003,51130,156,2.563979417,1.961666341,326,413,196,,,68
HHS Regions,Region 10,2006,13,90,3718,25,2.091371718,2.420656267,26,41,20,,,3
HHS Regions,Region 1,2006,14,426,28643,101,1.476913308,1.487274378,58,244,98,,,26
HHS Regions,Region 2,2006,14,242,25316,73,1.08944108,0.955917207,42,135,58,,,7
HHS Regions,Region 3,2006,14,652,28741,88,2.512759278,2.268536237,111,321,159,,,61
HHS Regions,Region 4,2006,14,1133,74941,229,1.157518959,1.511855993,328,451,294,,,60
HHS Regions,Region 5,2006,14,1066,58686,199,1.779400221,1.816446853,333,427,241,,,65
HHS Regions,Region 6,2006,14,832,25503,124,3.267711369,3.262361291,214,443,148,,,27
HHS Regions,Region 7,2006,14,55,13050,66,0.527806735,0.421455939,13,23,16,,,3
HHS Regions,Region 8,2006,14,324,38033,71,1.187450953,0.851891778,52,162,88,,,22
HHS Regions,Region 9,2006,14,934,52844,155,2.334749416,1.767466505,277,421,177,,,59
HHS Regions,Region 10,2006,14,74,3905,27,2.455002502,1.895006402,9,33,20,,,12
HHS Regions,Region 1,2006,15,385,25693,95,1.471452032,1.498462616,54,206,103,,,22
HHS Regions,Region 2,2006,15,299,20507,71,1.351269963,1.458038718,81,164,52,,,2
HHS Regions,Region 3,2006,15,473,23752,86,2.194760497,1.99141125,75,207,134,,,57
HHS Regions,Region 4,2006,15,764,73695,218,0.809684594,1.03670534,232,275,214,,,43
HHS Regions,Region 5,2006,15,799,57745,196,1.259596917,1.383669582,257,305,177,,,60
HHS Regions,Region 6,2006,15,671,28166,123,2.296511448,2.382304907,160,373,117,,,21
HHS Regions,Region 7,2006,15,48,13040,58,0.394165231,0.36809816,6,18,19,,,5
HHS Regions,Region 8,2006,15,266,36495,67,0.917696307,0.728866968,51,142,64,,,9
HHS Regions,Region 9,2006,15,776,51960,148,1.807946015,1.493456505,253,285,174,,,64
HHS Regions,Region 10,2006,15,66,3707,25,1.50592481,1.78041543,12,39,13,,,2
HHS Regions,Region 1,2006,16,273,23501,89,1.096173437,1.161652696,25,159,72,,,17
HHS Regions,Region 2,2006,16,227,19304,69,1.500227916,1.175922089,68,116,38,,,5
HHS Regions,Region 3,2006,16,394,24470,83,1.760664248,1.610134859,65,163,115,,,51
HHS Regions,Region 4,2006,16,671,65632,202,0.742522911,1.022367138,218,217,202,,,34
HHS Regions,Region 5,2006,16,660,55810,190,1.009065362,1.182583766,218,234,153,,,55
HHS Regions,Region 6,2006,16,519,23617,122,2.287083597,2.197569547,145,266,95,,,13
HHS Regions,Region 7,2006,16,30,12008,60,0.216153684,0.249833444,7,17,4,,,2
HHS Regions,Region 8,2006,16,142,33629,64,0.548198654,0.422254602,28,61,42,,,11
HHS Regions,Region 9,2006,16,514,49091,143,1.204571684,1.047035098,159,188,119,,,48
HHS Regions,Region 10,2006,16,120,3579,23,3.225297264,3.352891869,26,58,33,,,3
HHS Regions,Region 1,2006,17,190,23255,89,0.663808737,0.817028596,30,99,51,,,10
HHS Regions,Region 2,2006,17,231,23033,66,1.479561365,1.00290887,61,125,40,,,5
HHS Regions,Region 3,2006,17,273,23948,81,1.223247464,1.139969935,51,118,83,,,21
HHS Regions,Region 4,2006,17,691,62654,195,0.758628077,1.102882498,195,242,216,,,38
HHS Regions,Region 5,2006,17,533,52180,183,0.912240785,1.021464163,151,241,109,,,32
HHS Regions,Region 6,2006,17,504,26172,132,1.960257654,1.925722146,109,251,126,,,18
HHS Regions,Region 7,2006,17,28,11282,55,0.248480808,0.248182946,4,16,8,,,0
HHS Regions,Region 8,2006,17,122,32874,60,0.579861423,0.37111395,23,55,35,,,9
HHS Regions,Region 9,2006,17,505,46729,136,1.120287718,1.080699352,184,189,91,,,41
HHS Regions,Region 10,2006,17,100,3262,20,2.485420445,3.065603924,28,46,20,,,6
HHS Regions,Region 1,2006,18,154,20934,83,0.556419128,0.735645362,25,75,35,,,19
HHS Regions,Region 2,2006,18,182,20090,59,1.36058726,0.905923345,62,85,30,,,5
HHS Regions,Region 3,2006,18,256,22351,74,1.439873428,1.145362624,26,84,106,,,40
HHS Regions,Region 4,2006,18,626,57151,184,0.721675824,1.095343913,207,245,144,,,30
HHS Regions,Region 5,2006,18,450,47402,167,0.870771557,0.949327033,120,219,85,,,26
HHS Regions,Region 6,2006,18,386,25793,128,1.49392715,1.496530066,92,198,80,,,16
HHS Regions,Region 7,2006,18,31,10725,53,0.304850379,0.289044289,8,12,8,,,3
HHS Regions,Region 8,2006,18,120,31651,54,0.570715084,0.37913494,30,42,36,,,12
HHS Regions,Region 9,2006,18,493,48883,135,1.150621906,1.008530573,157,202,98,,,36
HHS Regions,Region 10,2006,18,82,3298,21,2.195326053,2.486355367,18,46,15,,,3
HHS Regions,Region 1,2006,19,118,19654,80,0.555114817,0.60038669,16,53,36,,,13
HHS Regions,Region 2,2006,19,147,19798,59,1.194693366,0.742499242,49,73,22,,,3
HHS Regions,Region 3,2006,19,320,21390,68,1.676229291,1.49602618,57,115,104,,,44
HHS Regions,Region 4,2006,19,572,53195,178,0.773202535,1.075289031,195,207,144,,,26
HHS Regions,Region 5,2006,19,437,47282,161,0.796404808,0.924241783,117,186,96,,,38
HHS Regions,Region 6,2006,19,388,23420,126,1.821368482,1.656703672,105,173,97,,,13
HHS Regions,Region 7,2006,19,43,9897,50,0.45731688,0.434475093,11,27,4,,,1
HHS Regions,Region 8,2006,19,69,29687,49,0.251139278,0.232424967,15,16,26,,,12
HHS Regions,Region 9,2006,19,429,48864,130,0.976429105,0.877946955,167,147,78,,,37
HHS Regions,Region 10,2006,19,69,3151,18,1.167066929,2.189781022,13,42,14,,,0
HHS Regions,Region 1,2006,20,45,17504,80,0.305411311,0.257084095,12,24,6,,,3
HHS Regions,Region 2,2006,20,125,18279,53,0.951985401,0.683844849,33,61,27,,,4
HHS Regions,Region 3,2006,20,292,19381,61,1.49124517,1.506630205,53,105,97,,,37
HHS Regions,Region 4,2006,20,626,51482,174,0.761435282,1.215958976,208,218,167,,,33
HHS Regions,Region 5,2006,20,421,41993,157,0.759639886,1.002548044,129,173,93,,,26
HHS Regions,Region 6,2006,20,366,19901,108,2.198597938,1.839103563,93,181,76,,,16
HHS Regions,Region 7,2006,20,25,8740,50,0.278903582,0.28604119,4,2,13,,,6
HHS Regions,Region 8,2006,20,100,30836,49,0.480526213,0.324296277,19,43,27,,,11
HHS Regions,Region 9,2006,20,355,44837,126,0.960785041,0.791756808,143,115,71,,,26
HHS Regions,Region 10,2006,20,73,3314,19,1.235534745,2.202776101,21,47,5,,,0
HHS Regions,Region 1,2006,21,43,16842,76,0.332538049,0.255314096,14,21,6,,,2
HHS Regions,Region 2,2006,21,143,17202,51,1.226279269,0.831298686,48,64,28,,,3
HHS Regions,Region 3,2006,21,238,18125,53,1.356083018,1.313103448,47,78,75,,,38
HHS Regions,Region 4,2006,21,554,44980,161,0.641615164,1.231658515,200,194,129,,,31
HHS Regions,Region 5,2006,21,387,41199,148,0.693703571,0.939343188,155,132,79,,,21
HHS Regions,Region 6,2006,21,252,16048,87,1.656832864,1.570289133,72,112,58,,,10
HHS Regions,Region 7,2006,21,25,7329,46,0.381480966,0.341110656,7,6,10,,,2
HHS Regions,Region 8,2006,21,60,27085,43,0.267830734,0.221524829,20,18,12,,,10
HHS Regions,Region 9,2006,21,304,38975,99,0.943900205,0.779987171,115,111,49,,,29
HHS Regions,Region 10,2006,21,55,3290,19,0.863458218,1.671732523,21,28,6,,,0
HHS Regions,Region 1,2006,22,39,13756,71,0.400552155,0.283512649,17,10,8,,,4
HHS Regions,Region 2,2006,22,96,10688,36,1.150084877,0.898203593,35,38,20,,,3
HHS Regions,Region 3,2006,22,216,13097,42,1.336657181,1.649232649,54,75,67,,,20
HHS Regions,Region 4,2006,22,452,38552,134,0.702193832,1.172442415,173,131,120,,,28
HHS Regions,Region 5,2006,22,221,27292,119,0.617758165,0.809761102,76,83,46,,,16
HHS Regions,Region 6,2006,22,299,11289,67,2.623477033,2.648595978,100,119,71,,,9
HHS Regions,Region 7,2006,22,28,5344,40,0.48186366,0.523952096,7,7,7,,,7
HHS Regions,Region 8,2006,22,58,40087,39,0.170890016,0.144685309,17,14,18,,,9
HHS Regions,Region 9,2006,22,179,27923,88,0.41928544,0.641048598,79,54,34,,,12
HHS Regions,Region 10,2006,22,57,2224,13,1.132727006,2.56294964,14,30,13,,,0
HHS Regions,Region 1,2006,23,28,15019,68,0.216022034,0.186430521,10,10,8,,,0
HHS Regions,Region 2,2006,23,49,11963,36,0.438917279,0.409596255,28,11,10,,,0
HHS Regions,Region 3,2006,23,184,14788,37,1.119200929,1.244252096,42,63,63,,,16
HHS Regions,Region 4,2006,23,401,39218,133,0.652309713,1.022489673,155,114,113,,,19
HHS Regions,Region 5,2006,23,271,31415,121,0.582767794,0.862645233,122,76,61,,,12
HHS Regions,Region 6,2006,23,309,13914,66,2.10106045,2.220784821,110,124,65,,,10
HHS Regions,Region 7,2006,23,25,6439,40,0.358687201,0.388259046,6,8,5,,,6
HHS Regions,Region 8,2006,23,527,45733,35,0.875175659,1.152340761,168,129,178,,,52
HHS Regions,Region 9,2006,23,222,32987,86,0.951546104,0.672992391,92,67,48,,,15
HHS Regions,Region 10,2006,23,59,2371,13,1.152502145,2.488401518,21,24,13,,,1
HHS Regions,Region 1,2006,24,33,14327,67,0.262874696,0.230334334,4,15,11,,,3
HHS Regions,Region 2,2006,24,90,12388,38,0.987101824,0.726509525,39,42,7,,,2
HHS Regions,Region 3,2006,24,143,14017,37,0.967471951,1.02018977,34,40,55,,,14
HHS Regions,Region 4,2006,24,355,36922,127,0.60713404,0.961486377,119,102,118,,,16
HHS Regions,Region 5,2006,24,273,30969,118,0.586272695,0.881526688,111,81,64,,,17
HHS Regions,Region 6,2006,24,201,13181,67,1.459625504,1.524922237,66,73,56,,,6
HHS Regions,Region 7,2006,24,20,6495,42,0.261154501,0.307929176,5,5,5,,,5
HHS Regions,Region 8,2006,24,39,5901,21,0.26422869,0.660904931,12,9,12,,,6
HHS Regions,Region 9,2006,24,229,32957,85,0.881633118,0.694844798,112,56,50,,,11
HHS Regions,Region 10,2006,24,47,2196,13,1.028766629,2.140255009,12,24,10,,,1
HHS Regions,Region 1,2006,25,26,14057,65,0.266647489,0.184961229,6,10,8,,,2
HHS Regions,Region 2,2006,25,83,11719,37,0.887204992,0.708251557,44,33,5,,,1
HHS Regions,Region 3,2006,25,137,13623,36,0.83102198,1.005652206,27,28,60,,,22
HHS Regions,Region 4,2006,25,308,36075,126,0.495330181,0.853776854,114,89,84,,,21
HHS Regions,Region 5,2006,25,242,30642,117,0.576080903,0.789765681,101,72,47,,,22
HHS Regions,Region 6,2006,25,204,13857,70,1.393246069,1.472180126,64,84,50,,,6
HHS Regions,Region 7,2006,25,23,6374,40,0.328518377,0.360840916,5,7,7,,,4
HHS Regions,Region 8,2006,25,48,6507,22,0.318361825,0.737667128,13,11,11,,,13
HHS Regions,Region 9,2006,25,184,32864,85,0.764562695,0.559883155,81,52,42,,,9
HHS Regions,Region 10,2006,25,45,2052,12,1.037928321,2.192982456,8,23,14,,,0
HHS Regions,Region 1,2006,26,29,13151,59,0.316538807,0.22051555,6,13,7,,,3
HHS Regions,Region 2,2006,26,33,10540,37,0.303697254,0.313092979,17,12,4,,,0
HHS Regions,Region 3,2006,26,142,12471,35,0.965491376,1.138641649,32,30,63,,,17
HHS Regions,Region 4,2006,26,288,31327,113,0.42904856,0.919334759,101,85,73,,,29
HHS Regions,Region 5,2006,26,229,28065,109,0.559138699,0.815962943,114,58,47,,,10
HHS Regions,Region 6,2006,26,216,13887,65,1.47520172,1.555411536,78,95,36,,,7
HHS Regions,Region 7,2006,26,23,5231,37,0.431782042,0.439686484,8,1,10,,,4
HHS Regions,Region 8,2006,26,38,6587,22,0.151141255,0.576893882,13,8,9,,,8
HHS Regions,Region 9,2006,26,245,31385,83,1.177163863,0.780627688,90,78,65,,,12
HHS Regions,Region 10,2006,26,28,2097,12,0.606079213,1.33524082,7,10,9,,,2
HHS Regions,Region 1,2006,27,32,12072,58,0.31904594,0.265076209,7,14,8,,,3
HHS Regions,Region 2,2006,27,68,10463,34,0.770375647,0.649909204,30,28,10,,,0
HHS Regions,Region 3,2006,27,134,10721,33,0.901009223,1.249883406,36,31,50,,,17
HHS Regions,Region 4,2006,27,248,27908,113,0.40500155,0.888634083,89,87,59,,,13
HHS Regions,Region 5,2006,27,212,25851,112,0.554648963,0.820084329,93,65,46,,,8
HHS Regions,Region 6,2006,27,220,12491,62,1.680206722,1.761268113,62,96,54,,,8
HHS Regions,Region 7,2006,27,17,4784,36,0.410143522,0.355351171,2,3,9,,,3
HHS Regions,Region 8,2006,27,51,6171,21,0.353421868,0.826446281,17,13,11,,,10
HHS Regions,Region 9,2006,27,196,26955,84,1.092692608,0.727137822,87,51,50,,,8
HHS Regions,Region 10,2006,27,37,1800,12,0.809515244,2.055555556,14,14,8,,,1
HHS Regions,Region 1,2006,28,26,13583,59,0.19970236,0.19141574,2,12,9,,,3
HHS Regions,Region 2,2006,28,67,11577,34,0.704248394,0.578733696,38,18,10,,,1
HHS Regions,Region 3,2006,28,137,13130,32,0.998054053,1.043412034,25,29,60,,,23
HHS Regions,Region 4,2006,28,319,32770,117,0.499027132,0.973451327,102,121,74,,,22
HHS Regions,Region 5,2006,28,229,29384,111,0.530915239,0.779335693,103,60,55,,,11
HHS Regions,Region 6,2006,28,198,13592,61,1.360500296,1.456739258,67,82,39,,,10
HHS Regions,Region 7,2006,28,17,5310,34,0.370004361,0.320150659,4,7,4,,,2
HHS Regions,Region 8,2006,28,372,21600,35,1.360122556,1.722222222,108,105,132,,,27
HHS Regions,Region 9,2006,28,223,32390,82,1.063006252,0.6884841,90,65,59,,,9
HHS Regions,Region 10,2006,28,29,1923,12,0.683021075,1.508060322,10,12,7,,,0
HHS Regions,Region 1,2006,29,20,12830,56,0.208760937,0.155884645,4,13,3,,,0
HHS Regions,Region 2,2006,29,27,11101,31,0.24882298,0.243221331,16,2,9,,,0
HHS Regions,Region 3,2006,29,128,13463,35,0.743892468,0.950753918,32,39,40,,,17
HHS Regions,Region 4,2006,29,313,32710,111,0.487000779,0.956893916,110,89,92,,,22
HHS Regions,Region 5,2006,29,232,30987,111,0.522030106,0.748701068,87,74,48,,,23
HHS Regions,Region 6,2006,29,162,12947,60,1.182889011,1.251255117,48,69,36,,,9
HHS Regions,Region 7,2006,29,19,5751,38,0.390049793,0.330377326,4,5,6,,,4
HHS Regions,Region 8,2006,29,460,21324,33,1.695030949,2.157193772,160,100,175,,,25
HHS Regions,Region 9,2006,29,153,29567,77,0.742706438,0.5174688,64,36,41,,,12
HHS Regions,Region 10,2006,29,39,1974,12,0.950366963,1.975683891,16,13,10,,,0
HHS Regions,Region 1,2006,30,22,13155,57,0.265557939,0.167236792,4,11,4,,,3
HHS Regions,Region 2,2006,30,26,10668,31,0.254882687,0.243719535,12,7,7,,,0
HHS Regions,Region 3,2006,30,125,13139,34,0.832330198,0.951366162,28,29,47,,,21
HHS Regions,Region 4,2006,30,310,33274,114,0.465842832,0.931658352,95,92,94,,,29
HHS Regions,Region 5,2006,30,175,27799,108,0.437212936,0.629519047,77,49,43,,,6
HHS Regions,Region 6,2006,30,197,15195,60,1.18069755,1.296479105,72,62,49,,,14
HHS Regions,Region 7,2006,30,26,5643,37,0.504810101,0.460747829,8,8,6,,,4
HHS Regions,Region 8,2006,30,378,21600,33,1.397061912,1.75,118,91,132,,,37
HHS Regions,Region 9,2006,30,163,29973,78,0.760282174,0.543822774,74,40,37,,,12
HHS Regions,Region 10,2006,30,33,2135,12,0.623408154,1.545667447,14,14,3,,,2
HHS Regions,Region 1,2006,31,17,12266,54,0.192713764,0.138594489,7,5,4,,,1
HHS Regions,Region 2,2006,31,28,9357,28,0.294659058,0.29924121,15,11,2,,,0
HHS Regions,Region 3,2006,31,122,13248,33,0.794438246,0.92089372,36,23,45,,,18
HHS Regions,Region 4,2006,31,241,31690,115,0.399483397,0.760492269,86,74,72,,,9
HHS Regions,Region 5,2006,31,239,29665,105,0.512717418,0.80566324,109,87,32,,,11
HHS Regions,Region 6,2006,31,201,14397,60,1.267979646,1.396124193,71,74,49,,,7
HHS Regions,Region 7,2006,31,27,5545,36,0.533029515,0.486925158,6,8,9,,,4
HHS Regions,Region 8,2006,31,394,16587,33,2.066655039,2.375354193,112,98,156,,,28
HHS Regions,Region 9,2006,31,133,27191,75,0.587024925,0.489132434,56,41,27,,,9
HHS Regions,Region 10,2006,31,26,1991,12,0.525860356,1.305876444,10,9,6,,,1
HHS Regions,Region 1,2006,32,25,12383,53,0.276120823,0.201889687,4,14,5,,,2
HHS Regions,Region 2,2006,32,33,9532,28,0.509800837,0.346202266,16,13,3,,,1
HHS Regions,Region 3,2006,32,66,11724,30,0.85363641,0.562947799,17,20,23,,,6
HHS Regions,Region 4,2006,32,192,32038,111,0.363557719,0.599288345,75,63,49,,,5
HHS Regions,Region 5,2006,32,165,27793,108,0.46994656,0.593674666,56,55,42,,,12
HHS Regions,Region 6,2006,32,227,14359,61,1.461002468,1.580890034,78,105,33,,,11
HHS Regions,Region 7,2006,32,22,6322,35,0.389882852,0.347991142,4,6,9,,,3
HHS Regions,Region 8,2006,32,448,22412,33,1.555772379,1.998929145,143,104,172,,,29
HHS Regions,Region 9,2006,32,158,29323,76,0.829582839,0.538826177,67,46,35,,,10
HHS Regions,Region 10,2006,32,37,2138,12,0.84035246,1.730589336,13,9,12,,,3
HHS Regions,Region 1,2006,33,15,12551,54,0.190974531,0.119512389,5,4,4,,,2
HHS Regions,Region 2,2006,33,22,10964,30,0.231722757,0.200656695,16,4,1,,,1
HHS Regions,Region 3,2006,33,105,12407,29,0.712358911,0.846296446,21,28,42,,,14
HHS Regions,Region 4,2006,33,185,33528,107,0.391607346,0.551777619,66,61,53,,,5
HHS Regions,Region 5,2006,33,233,29072,104,0.557644443,0.801458448,99,75,47,,,12
HHS Regions,Region 6,2006,33,275,15099,62,1.666406947,1.82131267,94,120,52,,,9
HHS Regions,Region 7,2006,33,22,5797,33,0.325189487,0.379506641,9,3,7,,,3
HHS Regions,Region 8,2006,33,410,21974,30,1.496503453,1.865841449,118,117,139,,,36
HHS Regions,Region 9,2006,33,148,23744,75,0.499900176,0.623315364,69,35,35,,,9
HHS Regions,Region 10,2006,33,42,2047,12,0.785129558,2.051783097,13,19,10,,,0
HHS Regions,Region 1,2006,34,19,12573,53,0.185584843,0.151117474,2,7,6,,,4
HHS Regions,Region 2,2006,34,22,9472,26,0.214516156,0.232263514,8,8,6,,,0
HHS Regions,Region 3,2006,34,91,11946,29,0.853727113,0.761761259,30,24,25,,,12
HHS Regions,Region 4,2006,34,234,35243,111,0.420310118,0.663961638,87,66,65,,,16
